req1,req2,label
it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,the following train data shall be sent from the on board to the trackside,0
default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,a train shall be supervised to its static and dynamic train speed profiles,0
on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
the train shall have the capability of being supervised to a ceiling speed,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
when using more than one traction unit this function shall be disabled in all but the leading traction unit,the driver shall select an override control according to the permission received,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,the information regarding lowering and raising of the pantograph and openingclosing of the circuit breaker shall be provided separately and in combinations,0
if the onboard has no valid national values for the current location default values shall be used by the onboard equipment,exit from shunting shall take place when the driver selects exit from shunting,0
there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,it shall be possible to send plain text messages from track to train,0
there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,it shall be possible to send fixed text messages from track to train,0
stored train data shall be offered to the driver to be confirmed when data entry starts,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
the entry of driver identification and the selection of the language shall be possible,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
it shall be possible to implement one or more of the etcs application levels on a line,if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,0
the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,0
any transition which occurs while the train is moving shall in principle occur automatically,together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,0
it shall be possible to order a train trip when passing a stop signal,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,0
etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,when a train has received an emergency stop etcs shall command the emergency brake,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,the information regarding lowering and raising of the pantograph and openingclosing of the circuit breaker shall be provided separately and in combinations,0
this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,a special indication shall be shown on the dmi,0
when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,track to train transmission shall provide the capability to send different speed profiles for specific train categories,0
any transition which occurs while the train is moving shall in principle occur automatically,stored train data shall be offered to the driver to be confirmed when data entry starts,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,after overriding this function the movement authority shall be reestablished,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,it shall be possible to command an immediate train stop,0
train data may be entered automatically from a railway management system or from train memory,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
at start up the on board equipment shall perform an automatic selftest,it shall be possible to apply the train trip function if the shunting movement passes a signal showing danger for shunting,0
before authomatic transition to shunting etcs shall request confirmation from the driver,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,0
if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
exit from shunting shall take place when the driver selects exit from shunting,the ceiling speed level for the movement authority shall be defined as data national value,0
if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,the ceiling speed level for the movement authority shall be defined as data national value,0
the retention period for the recorded data will be different and two levels are foreseen,the train shall be able to automatically pass from one rbc area to another without driver intervention,0
full supervision shall provide supervision of speed and distance,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,0
etcs shall be able to supervise train and shunting movements,any transition which occurs while the train is moving shall in principle occur automatically,0
etcs shall be able to supervise train and shunting movements,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
etcs shall be able to supervise train and shunting movements,the emergency brake shall be applied until the traction unit is stationary,0
any transition which occurs while the train is moving shall in principle occur automatically,it shall be possible to command an immediate train stop,0
any transition which occurs while the train is moving shall in principle occur automatically,the onboard equipment shall display plain text messages as received,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,partial supervision shall be selected either by the driver or by information received from tracktotrain transmission,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,the driver shall be able to override the function when the train is stationary,0
entering or overwriting data manually by the driver shall be possible but only when stationary,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,0
the change of driver identification during a journey or a train running number shall be possible,the onboard equipment shall display plain text messages as received,0
etcs shall supervise shunting operation to a permitted national speed value,each railway shall have the possibility of allowing a different release speed for every signal,0
etcs shall supervise shunting operation to a permitted national speed value,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
the etcs trainborne equipment shall be capable of being isolated,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
each railway shall have the possibility of allowing a different release speed for every signal,the onboard equipment shall display plain text messages as received,0
standardised output interfaces shall enable transmission of information recorded to other media for investigation,it shall be possible to command an immediate train stop,0
it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction units with an inoperative cab,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another train spacing and train speed,0
when a train has received an emergency stop etcs shall command the emergency brake,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
exit from shunting shall take place when the driver selects exit from shunting,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
the ceiling speed value for the unfitted operation is determined by the lower value out of,the driver shall be able to release an etcs emergency brake application when stationary,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,0
to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,it shall be possible to order a train trip when passing a stop signal,0
to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,it shall be possible to send information on adhesion conditions from trackside,0
during the transition period between two operational states including two different national operations the supervision provided shall at least ensure the same protection provided by the least restrictive state,automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,0
the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc universal time corrected and a reference point,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,transfer to shunting on drivers selection shall only be possible when stationary,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,it shall be possible to send information on adhesion conditions from trackside,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,information received shall not influence the traction units with inoperative cabs,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,reversing shall be supervised to a distance and speed set as national values,0
it shall be possible to define certain locations eg tunnels where speed increase is related to the front of the train,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,0
each railway shall have the possibility of allowing a different release speed for every signal,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,the new target location shall be checked for acceptance by the on board,0
it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,reversing shall be supervised to a distance and speed set as national values,0
it shall be possible to send information on adhesion conditions from trackside,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,0
it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,reversing shall be possible as defined by a value given with the ma,0
national values shall be applicable to a defined area,the etcs onboard shall be capable of receiving information regarding air tightness from the trackside,1
information received shall not influence the traction units with inoperative cabs,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
the train trip function,actual speed shall still be shown on the dmi,1
there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,when a train has received an emergency stop etcs shall command the emergency brake,0
etcs shall be able to supervise train and shunting movements,it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,the emergency stop shall be indicated to the driver on the dmi,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,after the acknowledgement the driver shall be able to continue the movement,0
etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,the onboard equipment shall display plain text messages as received,0
any transition which occurs while the train is moving shall in principle occur automatically,an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,0
any transition which occurs while the train is moving shall in principle occur automatically,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
the change of driver identification during a journey or a train running number shall be possible,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,each railway shall have the possibility of allowing a different release speed for every signal,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,the supervised shunting speed shall be indicated to the driver on request,0
each railway shall have the possibility of allowing a different release speed for every signal,it shall be possible to drive the train backwards in a supervised way speed and distance according to information received from trackside,0
standardised output interfaces shall enable transmission of information recorded to other media for investigation,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,0
before authomatic transition to shunting etcs shall request confirmation from the driver,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
the on board shall supervise the train against a ceiling speed,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
at start up the on board equipment shall perform an automatic selftest,the train location calculation shall take into account error of odometry,0
at start up the on board equipment shall perform an automatic selftest,after overriding this function the movement authority shall be reestablished,0
etcs shall collect all relevant information concerning train and line speed,operation of the train trip shall be indicated on the dmi,1
at start up the on board equipment shall perform an automatic selftest,it shall be possible to define certain locations eg tunnels where speed increase is related to the front of the train,0
if as a result of an automatic transition except for transitions to and from national operation stm the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
the following data may be entered manually by the driver or from train memory,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,0
the trackside shall be able to send information for the calculation of speed profiles,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,0
isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,track to train transmission shall provide the capability to send different speed profiles for specific train categories,0
based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,0
based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,0
using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,the braking curves shall ensure that the train complies with its speed requirements,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,the etcs trainborne equipment shall transmit its own train identification to the rbc,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction units with an inoperative cab,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,it shall be possible to define certain locations eg tunnels where speed increase is related to the front of the train,0
the current application level shall be indicated on the dmi,reversing shall be supervised to a distance and speed set as national values,1
before authomatic transition to shunting etcs shall request confirmation from the driver,it shall be possible to order a train trip when passing a stop signal,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,0
reversing shall be supervised to a distance and speed set as national values,the occurrence of a failure shall be displayed on the dmi,1
if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
etcs is required to be functional to a maximum train speed of kmh,the entry of driver identification and the selection of the language shall be possible,0
etcs is required to be functional to a maximum train speed of kmh,when the train passes the stop signal the train trip function shall be suppressed,0
etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,0
any transition which occurs while the train is moving shall in principle occur automatically,the distance supervised can be extended from the trackside,0
if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,etcs shall collect all relevant information concerning train and line speed,0
each railway shall have the possibility of allowing a different release speed for every signal,the distance supervised can be extended from the trackside,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,0
default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,when the train is stationary or after a certain time eg the time for route releasing of the overlap the release speed calculation shall be based on the distance to the danger point if calculated onboard the condition for this change shall be defined for each target as infrastructure data,0
unfitted operation shall be possible if ordered by trackside,when the train is stationary or after a certain time eg the time for route releasing of the overlap the release speed calculation shall be based on the distance to the danger point if calculated onboard the condition for this change shall be defined for each target as infrastructure data,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,0
the braking curves shall ensure that the train complies with its speed requirements,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
when using more than one traction unit this function shall be disabled in all but the leading traction unit,the etcs trainborne equipment shall transmit its own train identification to the rbc,0
using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,0
using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,before entering an occupied track a driver acknowledgement shall be requested,0
using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,it shall be possible to command an immediate train stop,0
the entry of driver identification and the selection of the language shall be possible,it shall be possible to send plain text messages from track to train,0
the entry of driver identification and the selection of the language shall be possible,it shall be possible to send fixed text messages from track to train,0
on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
during the transition period between two operational states including two different national operations the supervision provided shall at least ensure the same protection provided by the least restrictive state,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,0
during the transition period between two operational states including two different national operations the supervision provided shall at least ensure the same protection provided by the least restrictive state,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
it shall be possible to implement one or more of the etcs application levels on a line,once received onboard the national values shall remain valid even if the onboard equipment is switched off,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,it shall be possible to send information regarding the inhibition of the following different types of brake,0
any transition which occurs while the train is moving shall in principle occur automatically,within the braking curve area a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least sec before the intervention,0
each railway shall have the possibility of allowing a different release speed for every signal,within the braking curve area a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least sec before the intervention,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,0
the current application level shall be indicated on the dmi,if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,exit from shunting shall only be possible when the train is stationary,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,it shall be possible to send information on adhesion conditions from trackside,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
when a traction unit passes a stopsignal the emergency brake shall be triggered,if the train is equipped with only one operational radio passing from one rbc to another shall still be possible but might result in a performance penalty,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,0
default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,if track data at least to the location where the relevant movement authority ends are not available onboard the movement authority shall be rejected,0
train data may be entered automatically from a railway management system or from train memory,the cooperative revocation of the ma shall be possible to a new target location proposed from rbc,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,0
current train data shall be stored except at transition to shunting in the etcs equipment until the traction unit is not operative,each railway shall have the possibility of allowing a different release speed for every signal,0
etcs shall collect all relevant information concerning train and line speed,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,0
the entry of driver identification and the selection of the language shall be possible,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
it shall be possible to apply the train trip function if the shunting movement passes a signal showing danger for shunting,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,unfitted operation shall be possible if ordered by trackside,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,0
the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
at start up the on board equipment shall perform an automatic selftest,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,0
the ceiling speed value for the unfitted operation is determined by the lower value out of,when a train has received an emergency stop etcs shall command the emergency brake,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,stored train data shall be offered to the driver to be confirmed when data entry starts,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,when the train passes the stop signal the train trip function shall be suppressed,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,when the traction unit has come to a standstill the driver shall be able to release the emergency brake,0
etcs shall be able to supervise train and shunting movements,entering or overwriting data manually by the driver shall be possible but only when stationary,0
etcs shall be able to supervise train and shunting movements,the braking curves shall ensure that the train complies with its speed requirements,0
etcs shall be able to supervise train and shunting movements,the new target location shall be checked for acceptance by the on board,0
entering or overwriting data manually by the driver shall be possible but only when stationary,the onboard equipment shall display plain text messages as received,0
etcs shall supervise shunting operation to a permitted national speed value,the braking curves shall ensure that the train complies with its speed requirements,0
etcs shall supervise shunting operation to a permitted national speed value,when a train has received an emergency stop etcs shall command the emergency brake,0
before entering an occupied track a driver acknowledgement shall be requested,the train speed shall be at or below a speed specified by a national value,0
before entering an occupied track a driver acknowledgement shall be requested,when a train has received an emergency stop etcs shall command the emergency brake,0
before entering an occupied track a driver acknowledgement shall be requested,the new target location shall be checked for acceptance by the on board,0
the braking curves shall ensure that the train complies with its speed requirements,it shall be possible to command an immediate train stop,0
it shall be possible to command an immediate train stop,the new target location shall be checked for acceptance by the on board,0
if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,the onboard equipment shall display plain text messages as received,0
national values shall be applicable to a defined area,if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,0
etcs is required to be functional to a maximum train speed of kmh,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,if as a result of an automatic transition except for transitions to and from national operation stm the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,the current operational status shall be indicated to the driver on the dmi,0
etcs shall supervise shunting operation to a permitted national speed value,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another train spacing and train speed,0
the onboard equipment shall display plain text messages as received,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another train spacing and train speed,0
it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,the ceiling speed value for the unfitted operation is determined by the lower value out of,0
default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,when the plain text message appears on the dmi the driver shall be alerted,0
permission received shall be indicated to the driver,after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,0
default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,0
if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,after overriding this function the movement authority shall be reestablished,0
when a train has received an emergency stop etcs shall command the emergency brake,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,the release speed shall be indicated on the dmi,0
the change of driver identification during a journey or a train running number shall be possible,the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer when shunting is selected or when partial supervision information is received,0
transfer to shunting on drivers selection shall only be possible when stationary,the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs,0
transfer to shunting on drivers selection shall only be possible when stationary,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,0
transfer to shunting on drivers selection shall only be possible when stationary,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,0
